src_port,dst_port,protocol,packets_per_sec,bytes_per_sec,avg_packet_size,flow_duration_sec,src_ip_entropy,dst_port_entropy,dst_ip_entropy,new_flows_per_sec,num_distinct_src_ips,num_distinct_dst_ips,label
0,8000,6,6.0,443.0,73.0,17.728,1.8804820237218407,4.1219280948873624,2.090468570732828,1.5,5,5,normal
0,8001,6,13.5,937.0,68.91304347826087,17.691,1.8804820237218407,4.1219280948873624,2.090468570732828,1.5,5,5,normal
0,8000,6,18.0,1258.0,70.33333333333333,17.582,1.8804820237218407,4.1219280948873624,2.090468570732828,1.5,5,5,normal
0,56068,6,13.0,205755.5,15827.346153846154,1.746,1.8804820237218407,4.1219280948873624,2.090468570732828,1.5,5,5,normal
0,36662,6,5.0,26024.0,5204.8,1.7389999999999999,1.8804820237218407,4.1219280948873624,2.090468570732828,1.5,5,5,normal
0,60254,6,19.5,105198.0,5394.7692307692305,1.73,1.8804820237218407,4.1219280948873624,2.090468570732828,1.5,5,5,normal
0,0,1,1.0,98.0,98.0,19.76,1.8804820237218407,4.1219280948873624,2.090468570732828,0.0,5,5,normal
0,0,1,1.0,98.0,98.0,19.749,1.8804820237218407,4.1219280948873624,2.090468570732828,0.0,5,5,normal
0,0,1,1.0,98.0,98.0,21.763,1.804895651144804,4.349648912578752,2.0534426554859957,1.5,5,5,normal
0,0,1,1.0,98.0,98.0,21.752,1.804895651144804,4.349648912578752,2.0534426554859957,1.5,5,5,normal
0,8000,6,7.5,542.0,72.8641975308642,21.728,1.804895651144804,4.349648912578752,2.0534426554859957,1.5,5,5,normal
0,8001,6,12.5,883.0,69.11961722488039,21.691,1.804895651144804,4.349648912578752,2.0534426554859957,1.5,5,5,normal
0,8000,6,10.5,739.0,70.33986928104575,21.582,1.804895651144804,4.349648912578752,2.0534426554859957,1.5,5,5,normal
0,47084,6,7.0,26156.0,3736.5714285714284,1.73,1.804895651144804,4.349648912578752,2.0534426554859957,1.5,5,5,normal
0,49128,6,15.5,206952.5,13351.774193548386,1.718,1.804895651144804,4.349648912578752,2.0534426554859957,1.5,5,5,normal
0,49860,6,10.0,103155.0,10315.5,1.7109999999999999,1.804895651144804,4.349648912578752,2.0534426554859957,1.5,5,5,normal
0,0,1,1.0,98.0,98.0,23.77,1.804895651144804,4.349648912578752,2.0534426554859957,0.0,5,5,normal
0,0,1,1.0,98.0,98.0,23.759,1.804895651144804,4.349648912578752,2.0534426554859957,0.0,5,5,normal
0,0,1,1.0,98.0,98.0,25.774,1.740653050325335,4.546593564294937,2.0215364698948144,1.5,5,5,normal
0,0,1,1.0,98.0,98.0,25.763,1.740653050325335,4.546593564294937,2.0215364698948144,1.5,5,5,normal
0,8000,6,5.5,410.0,73.06521739130434,25.739,1.740653050325335,4.546593564294937,2.0215364698948144,1.5,5,5,normal
0,8001,6,17.5,1231.0,69.29508196721312,25.701999999999998,1.740653050325335,4.546593564294937,2.0215364698948144,1.5,5,5,normal
0,8000,6,10.5,739.0,70.34482758620689,25.593,1.740653050325335,4.546593564294937,2.0215364698948144,1.5,5,5,normal
0,47088,6,5.0,26024.0,5204.8,1.7229999999999999,1.740653050325335,4.546593564294937,2.0215364698948144,1.5,5,5,normal
0,49144,6,23.0,208603.5,9069.717391304348,1.714,1.740653050325335,4.546593564294937,2.0215364698948144,1.5,5,5,normal
0,49868,6,10.0,103155.0,10315.5,1.704,1.740653050325335,4.546593564294937,2.0215364698948144,1.5,5,5,normal
0,0,1,1.0,98.0,98.0,27.781,1.740653050325335,4.546593564294937,2.0215364698948144,0.0,5,5,normal
0,0,1,1.0,98.0,98.0,27.77,1.740653050325335,4.546593564294937,2.0215364698948144,0.0,5,5,normal
0,0,1,0.5,49.0,98.0,29.784,1.685567202024124,4.720049960644813,1.993889614921999,1.5,5,5,normal
0,0,1,0.5,49.0,98.0,29.773,1.685567202024124,4.720049960644813,1.993889614921999,1.5,5,5,normal
0,8000,6,7.5,542.0,72.95327102803738,29.749,1.685567202024124,4.720049960644813,1.993889614921999,1.5,5,5,normal
